gid,entity_nam,reference1,gmrotation,lat,long,province
21909748,Bedale,2723CA_15,0,-27.63502,23.24272,Northern Cape
21909710,Uiterwijk,2723CA_9,0,-27.56929,23.17816,Northern Cape
21820151,Kuboesberg Game Farm,3119AA_17,0,-31.1632,19.09693,Northern Cape
12506910,Devon,2722BD_4,0,-27.26139,22.93013,Northern Cape
21833414,Rooiput,2723BA_10,0,-27.08503,23.7245,Northern Cape
22090758,Tamar,2622DB_13,0,-26.60476,22.89505,Northern Cape
22090780,Estancia,2622CA_20,0,-26.6939,22.23102,Northern Cape
22093316,Philanie,2622DD_21,0,-26.98983,22.79162,Northern Cape
21820822,Soetwater,3119AD_24,0,-31.49931,19.41675,Northern Cape
20645945,Klippoort,3024BD_2,0,-30.27415,24.83641,Northern Cape
20646314,Gruisrand,3025CA_1,0,-30.51472,25.02191,Northern Cape
20646315,Herculesfontein,3025CA_2,0,-30.53748,25.08035,Northern Cape
20646316,Blaauwkrantz,3025CA_3,0,-30.53336,25.13666,Northern Cape
20646317,Rondevlei,3025CA_4,0,-30.51968,25.15448,Northern Cape
20646318,Rietbult,3025CA_5,0,-30.51336,25.20485,Northern Cape
20646319,Ketelfontein,3025CA_6,0,-30.59702,25.00479,Northern Cape
20646320,Oertleps,3025CA_6,0,-30.58558,25.04905,Northern Cape
20646321,Knoffelfontein,3025CA_7,0,-30.57653,25.08258,Northern Cape
20646322,Starston,3025CA_8,0,-30.57354,25.10759,Northern Cape
20646323,Rosslands,3025CA_8,0,-30.56586,25.11067,Northern Cape
20646324,Loksfontein,3025CA_10,0,-30.57023,25.24904,Northern Cape
20645970,Achtersteland,3024BD_25,0,-30.45447,24.98225,Northern Cape
20645960,Rietvlei,3024BB_23,0,-30.24188,24.85833,Northern Cape
20645967,Matjiesfontein,3024BD_8,0,-30.3028,24.89576,Northern Cape
20645968,Oudepost,3024BD_8,0,-30.3149,24.89651,Northern Cape
20645969,Bultfontein,3024BD_20,0,-30.43972,24.96423,Northern Cape
20645971,Hamelfontein,3024BD_17,0,-30.42711,24.84245,Northern Cape
20645972,Klipplaatsfontein,3024BD_18,0,-30.40789,24.89306,Northern Cape
20646050,Poortjie,3024DB_2,0,-30.51969,24.81545,Northern Cape
20646051,Beskuitfontein,3024DB_2,0,-30.51159,24.82619,Northern Cape
20646052,Annadale,3024DB_2,0,-30.51257,24.84488,Northern Cape
20646053,Gansgat,3024DB_3,0,-30.51666,24.89977,Northern Cape
20646116,Olive Wood,3025AC_11,0,-30.38543,25.00057,Northern Cape
20646121,Rooidam,3025AC_16,0,-30.44736,25.04368,Northern Cape
20646122,Rooidam,3025AC_16,0,-30.43746,25.04354,Northern Cape
20646123,Twyfelpoort,3025AC_17,0,-30.42973,25.09997,Northern Cape
20646128,Fonteintjie,3025AC_21,0,-30.47289,25.02114,Northern Cape
20646129,Bloubosfontein,3025AC_22,0,-30.47107,25.08431,Northern Cape
20646130,Matjiesfontein,3025AC_23,0,-30.46694,25.11849,Northern Cape
20639709,Swartputs,2725CA_21,0,-27.72124,25.01665,Northern Cape
20639710,Blackpool,2725CA_21,0,-27.70043,25.01865,Northern Cape
20638743,Weltevrede,2824BD_17,0,-28.44097,24.82797,Northern Cape
20638744,Ebenhaezer,2824BD_17,0,-28.43991,24.81518,Northern Cape
20638745,Koppie Enkel,2824BD_22,0,-28.48403,24.81565,Northern Cape
20638746,Paradys,2824BD_22,0,-28.46989,24.82867,Northern Cape
20638747,Brakpan,2824BD_23,0,-28.47583,24.85427,Northern Cape
20639433,Orley,2724DB_23,0,-27.71417,24.88534,Northern Cape
20639434,Broadlea,2724DB_23,0,-27.70909,24.88804,Northern Cape
20639435,Lowestoff,2724DB_18,0,-27.69546,24.87181,Northern Cape
20639436,Lala Panzi,2724DB_23,0,-27.72017,24.87882,Northern Cape
20639437,Rockdale,2724DB_22,0,-27.72401,24.84966,Northern Cape
20639438,Skaapfontein,2724DB_23,0,-27.74233,24.85261,Northern Cape
20639439,Skaapfontein,2724DB_23,0,-27.74215,24.85545,Northern Cape
20639440,Gatesby,2724DB_24,0,-27.73823,24.91776,Northern Cape
20639441,Maanlig,2724DD_4,0,-27.7654,24.91389,Northern Cape
20639442,Rakeaway,2724DD_4,0,-27.76693,24.90511,Northern Cape
20639444,Thornhill,2724DD_5,0,-27.77409,24.96022,Northern Cape
20639445,Greyston,2724DD_5,0,-27.75502,24.9796,Northern Cape
20639449,Woodlands,2724DD_9,0,-27.83587,24.91763,Northern Cape
20639450,Springboknek,2724DD_8,0,-27.8187,24.88483,Northern Cape
20639451,Uithou,2724DD_13,0,-27.88969,24.8527,Northern Cape
20639452,Frikana,2724DD_12,0,-27.86963,24.84273,Northern Cape
20639453,Vastrap,2724DD_12,0,-27.87135,24.84473,Northern Cape
20639198,Agrivale,2825AA_6,0,-28.09844,25.00772,Northern Cape
20638683,Misgund,2824BB_2,0,-28.01935,24.83439,Northern Cape
20638689,Driehoek,2824BB_10,0,-28.08458,24.98987,Northern Cape
20638691,Weltevrede,2824BB_8,0,-28.07942,24.86597,Northern Cape
20638692,Doornfontein,2824BB_12,0,-28.1467,24.8445,Northern Cape
20638693,Dupreezville,2824BB_12,0,-28.13432,24.84078,Northern Cape
20638694,Gesukkel,2824BB_12,0,-28.13077,24.83288,Northern Cape
20638695,Stokkiesdraai,2824BB_12,0,-28.12694,24.84005,Northern Cape
20638696,Ebenhaezer,2824BB_12,0,-28.12338,24.83576,Northern Cape
20638697,Dundas,2824BB_12,0,-28.12004,24.83004,Northern Cape
20638698,Middelplaats,2824BB_12,0,-28.11798,24.82426,Northern Cape
20638699,Thomas Hope,2824BB_13,0,-28.10178,24.8931,Northern Cape
20638700,Grasbult,2824BB_13,0,-28.10396,24.89537,Northern Cape
20638701,Thomas Hope,2824BB_13,0,-28.10304,24.8815,Northern Cape
20638702,Skoolplaas,2824BB_14,0,-28.12845,24.92384,Northern Cape
20638703,Skoolplaas,2824BB_14,0,-28.1441,24.92589,Northern Cape
20638704,Nazareth Farm,2824BB_14,0,-28.11087,24.91908,Northern Cape
20638705,Uitkyk,2824BB_15,0,-28.14164,24.95203,Northern Cape
20638706,Ideaal,2824BB_25,0,-28.20266,24.95833,Northern Cape
20638707,Panfontein,2824BB_25,0,-28.21058,24.9536,Northern Cape
20638709,Persentpan,2824BB_23,0,-28.22133,24.86761,Northern Cape
20638710,Tevredenheid,2824BB_23,0,-28.23531,24.85211,Northern Cape
20638711,Toggevonden,2824BB_23,0,-28.21875,24.85583,Northern Cape
20638712,Vaalbosput,2824BD_2,0,-28.26151,24.83378,Northern Cape
20638713,Vaalbosput,2824BD_2,0,-28.26673,24.8352,Northern Cape
20638714,Moordnek,2824BD_3,0,-28.29272,24.87174,Northern Cape
20638715,Weltervrede,2824BD_3,0,-28.26763,24.85595,Northern Cape
20638716,Weltervrede,2824BD_3,0,-28.26462,24.86549,Northern Cape
20638723,Gannavlakte,2824BD_9,0,-28.34782,24.92031,Northern Cape
20638724,Gannavlakte Noord,2824BD_9,0,-28.32865,24.91664,Northern Cape
20638725,Hier's Dit,2824BD_9,0,-28.34377,24.90464,Northern Cape
20638726,Moordnek,2824BD_8,0,-28.30752,24.88393,Northern Cape
20638727,Skuinswater,2824BD_8,0,-28.31746,24.87615,Northern Cape
20638728,Kareebosch Holte,2824BD_8,0,-28.32036,24.87411,Northern Cape
20638729,Bothaspoort,2824BD_7,0,-28.34687,24.83792,Northern Cape
20638730,Leeupoort,2824BD_7,0,-28.34609,24.83797,Northern Cape
20638731,Koedoesdam,2824BD_7,0,-28.32018,24.81474,Northern Cape
20638732,Aarbeidsgenot,2824BD_12,0,-28.35238,24.81821,Northern Cape
20638733,Erlenco,2824BD_12,0,-28.35347,24.83921,Northern Cape
20638734,Skietpanskap,2824BD_18,0,-28.40018,24.86052,Northern Cape
20638735,Charlottesdal,2824BD_13,0,-28.39464,24.8808,Northern Cape
20638736,Jakkalspan,2824BD_13,0,-28.37574,24.89701,Northern Cape
20638742,Scholtzfontein,2824BD_17,0,-28.42625,24.8469,Northern Cape
20682967,Hartebeeshoring,2723DD_23,0,-27.97929,23.85639,Northern Cape
20682968,Karreeboom,2723DD_23,0,-27.97843,23.89036,Northern Cape
20682969,Doornbult,2723DD_23,0,-27.99185,23.88614,Northern Cape
20682970,Eldoret,2723DD_23,0,-27.95654,23.89422,Northern Cape
20682971,Graspan,2723DD_24,0,-27.96008,23.93135,Northern Cape
20682972,Witbank,2723DD_25,0,-27.95604,23.9589,Northern Cape
20683367,Strathmore,2823AD_13,0,-28.39126,23.3576,Northern Cape
20683368,Bonza,2823AD_20,0,-28.40814,23.48907,Northern Cape
20683369,Ou Bergplaas,2823AD_20,0,-28.41604,23.49302,Northern Cape
20683370,Bergplaas,2823AD_20,0,-28.42098,23.46962,Northern Cape
20683371,Werda,2823AD_25,0,-28.45033,23.46256,Northern Cape
20683372,Rocky Flat,2823AD_19,0,-28.43919,23.40414,Northern Cape
20683373,Jacobsfontein,2823AD_19,0,-28.44234,23.40031,Northern Cape
20683374,Taaibosputs,2823AD_18,0,-28.43465,23.37274,Northern Cape
20683375,Taaibosputs,2823AD_17,0,-28.43881,23.31699,Northern Cape
20683376,Andersom,2823AD_21,0,-28.47221,23.29512,Northern Cape
20683377,Rising Star,2823AD_23,0,-28.49067,23.35109,Northern Cape
20683378,Helpmekaar,2823BA_4,0,-28.01367,23.66716,Northern Cape
20683379,Elandslaagte,2823BA_5,0,-28.01182,23.74163,Northern Cape
20683380,Droëplaas,2823BA_9,0,-28.08768,23.68146,Northern Cape
20683381,Beaconsfield,2823BA_9,0,-28.07587,23.65569,Northern Cape
20683382,Swartkoppies,2823BA_14,0,-28.10701,23.65396,Northern Cape
20683383,Klipvlei,2823BA_7,0,-28.06142,23.59137,Northern Cape
20683384,Gladstone,2823BA_12,0,-28.10302,23.57918,Northern Cape
20683385,Kramasfontein,2823BA_12,0,-28.13472,23.56486,Northern Cape
20683386,Limeridge,2823BA_12,0,-28.14746,23.59744,Northern Cape
20683387,Swartkoppies,2823BA_14,0,-28.11634,23.65575,Northern Cape
20683388,Kareeputs,2823BA_19,0,-28.15393,23.65308,Northern Cape
20683389,Klein Begin,2823BA_14,0,-28.12268,23.66532,Northern Cape
20683390,Arbeidsvreug,2823BA_14,0,-28.11586,23.69102,Northern Cape
20683391,Concordia,2823BA_19,0,-28.15339,23.68937,Northern Cape
20683767,Oranjeputs,3120BB_14,0,-31.13141,20.90062,Northern Cape
20683768,Ou Tweestroom,3120BB_20,0,-31.19876,20.98272,Northern Cape
20683769,Horison,3120BB_18,0,-31.1946,20.86408,Northern Cape
20683770,Houmoed,3120BB_23,0,-31.2025,20.88516,Northern Cape
20683771,Voorste van Zylsplaas,3120BB_18,0,-31.19817,20.85084,Northern Cape
20683772,Voorste van Zylsplaas,3120BB_17,0,-31.18663,20.82274,Northern Cape
20683773,Klipputs,3120BB_22,0,-31.24759,20.81876,Northern Cape
20683774,Gannakraal,3120BB_23,0,-31.21053,20.89096,Northern Cape
20683775,Klein Kookfontein,3120BB_24,0,-31.21984,20.91543,Northern Cape
20683776,Groot Kookfontein,3120BB_25,0,-31.223,20.95672,Northern Cape
20683777,Loskop,3120BC_1,0,-31.281,20.52915,Northern Cape
20683778,De Dam,3120BC_1,0,-31.27724,20.54878,Northern Cape
20683779,Hoedjies Cottage,3120BC_2,0,-31.2858,20.58763,Northern Cape
20683780,Blouheuwel,3120BC_5,0,-31.28118,20.72067,Northern Cape
20683781,Uitkyk,3120BC_5,0,-31.29287,20.73185,Northern Cape
20683782,Vrede,3120BC_10,0,-31.31455,20.71838,Northern Cape
20683783,Blousyfer,3120BC_8,0,-31.33349,20.62688,Northern Cape
20683784,Booi se Hoek,3120BC_7,0,-31.34096,20.55539,Northern Cape
20683785,Rietfontein,3120BC_15,0,-31.38124,20.70281,Northern Cape
20683786,Rietfontein,3120BC_15,0,-31.37417,20.71759,Northern Cape
20683787,Uitweg,3120BC_20,0,-31.43818,20.70652,Northern Cape
20683788,Truter,3120BC_19,0,-31.41901,20.67012,Northern Cape
20683789,Kwaggasfontein,3120BC_18,0,-31.44776,20.62391,Northern Cape
20683790,Renostervlei,3120BC_16,0,-31.43589,20.50074,Northern Cape
20683791,Sandkraal,3120BC_16,0,-31.44696,20.513,Northern Cape
20684167,Eendefontein,3121BD_15,0,-31.38658,21.9523,Northern Cape
20684168,Krabfontein,3121BD_18,0,-31.44189,21.87028,Northern Cape
20684169,Sandwerwe,3121BD_16,0,-31.42652,21.78854,Northern Cape
20684170,Boplaas,3121BD_21,0,-31.49571,21.76981,Northern Cape
20684171,Jan Klaasleegte,3121CA_2,0,-31.51419,21.0593,Northern Cape
20684172,Witontein,3121CA_4,0,-31.51921,21.16515,Northern Cape
20684173,Bergdam,3121CA_9,0,-31.59163,21.16641,Northern Cape
20684174,Verjaagsfontein,3121CA_8,0,-31.58923,21.10871,Northern Cape
20684175,Brandwag,3121CA_7,0,-31.59065,21.07053,Northern Cape
20684176,Lemoen Aar,3121CA_6,0,-31.55248,21.03426,Northern Cape
20684177,Diepfontein,3121CA_6,0,-31.59572,21.01485,Northern Cape
20684178,Vrykolk,3121CA_11,0,-31.64344,21.00803,Northern Cape
20684179,Rooikop,3121CA_13,0,-31.6484,21.11492,Northern Cape
20684180,Jasfontein,3121CA_14,0,-31.63248,21.17628,Northern Cape
20684181,Binnefontein,3121CA_15,0,-31.62435,21.20289,Northern Cape
20684182,Rietfontein,3121CA_20,0,-31.65746,21.24521,Northern Cape
20684183,Kroonspruit,3121CA_20,0,-31.68494,21.21832,Northern Cape
20684184,Kangorant,3121CA_18,0,-31.6856,21.1417,Northern Cape
20684185,Fonteintjies,3121CA_17,0,-31.66793,21.07697,Northern Cape
20684186,Morgenson,3121CA_16,0,-31.69029,21.00078,Northern Cape
20684187,Kransfontein,3121CA_22,0,-31.73386,21.05177,Northern Cape
20684188,Kransfontein,3121CA_22,0,-31.7451,21.05253,Northern Cape
20684189,Johannesville,3121CA_22,0,-31.72525,21.09769,Northern Cape
20684190,Fonteintjies,3121CA_22,0,-31.71723,21.08406,Northern Cape
20684191,Leendertsplaas,3121CA_16,0,-31.69154,21.00308,Northern Cape
20684567,Van der Waltspoort,3122DB_21,0,-31.73389,22.75757,Northern Cape
20684568,Middelwater,3122DB_22,0,-31.71979,22.84697,Northern Cape
20684569,Sterkfontein,3122DB_25,0,-31.74118,22.97282,Northern Cape
20684571,Abramskraal,3122DC_4,0,-31.77571,22.65444,Northern Cape
20684582,Oorlogsfontein,3122DD_3,0,-31.76054,22.85611,Northern Cape
20684583,Brakvlei,3122DD_3,0,-31.77519,22.88992,Northern Cape
20684584,Brakpoort,3122DD_4,0,-31.78723,22.94739,Northern Cape
20684585,Doornkloof,3122DD_9,0,-31.83426,22.92432,Northern Cape
20684586,Wagenaarskraal,3122DD_7,0,-31.80538,22.80943,Northern Cape
20681562,Koraneberg,2722DA_7,0,-27.59039,22.55652,Northern Cape
20681563,De Hoek,2922CC_17,0,-29.93055,22.06809,Northern Cape
20681564,Rooiverdriet,2722DA_15,0,-27.64066,22.74327,Northern Cape
20681565,Saunders,2722DA_20,0,-27.69131,22.7143,Northern Cape
20681566,Kraaiskop,2922CD_1,0,-29.79238,22.25992,Northern Cape
20681567,Bloubos,2922CD_3,0,-29.75451,22.37914,Northern Cape
20681568,Louretha,2922CD_4,0,-29.78981,22.41416,Northern Cape
20681569,Sunnyside,2922CD_8,0,-29.81185,22.3609,Northern Cape
20681570,Gemeend,2922CD_8,0,-29.8204,22.35116,Northern Cape
20681571,Annex Boesmansberg,2922CD_14,0,-29.85384,22.44628,Northern Cape
20681572,Boesmansberg,2922CD_20,0,-29.91454,22.46435,Northern Cape
20681573,Vogelstruisbult,2922CD_17,0,-29.94803,22.30345,Northern Cape
20681574,Nelspoortjie,2922CD_24,0,-29.9615,22.41553,Northern Cape
20681575,Humansrus,2922CD_25,0,-29.99713,22.45069,Northern Cape
20681576,Platsambok,2922CD_25,0,-29.99935,22.45217,Northern Cape
20681577,Kalkfontein,2922DA_1,0,-29.52887,22.51478,Northern Cape
20681578,Dagbreek,2922DA_2,0,-29.5019,22.57711,Northern Cape
20681579,Geduld,2922DA_2,0,-29.51644,22.59388,Northern Cape
20681580,Orange View,2922DA_3,0,-29.51668,22.64204,Northern Cape
20681581,Orange View,2922DA_4,0,-29.52864,22.65612,Northern Cape
20681582,Enkelde Wilger,2922DA_4,0,-29.52366,22.6867,Northern Cape
20681583,Wilgersdam,2922DA_5,0,-29.50978,22.72499,Northern Cape
20681584,Riverside,2922DA_9,0,-29.58732,22.69173,Northern Cape
20681585,Skuilplaas,2922DA_9,0,-29.56729,22.66539,Northern Cape
20681586,Buisvlei,2922DA_8,0,-29.56554,22.63034,Northern Cape
21812042,Van Rhynshoek,3119BD_8,0,-31.33,19.87271,Northern Cape
21812066,Van Rhynshoek,3119BD_8,0,-31.32664,19.88401,Northern Cape
20681842,Aurora,2923BA_8,0,-29.07387,23.64497,Northern Cape
20681843,Bolpaas,2923BA_8,0,-29.07032,23.64675,Northern Cape
20681844,Maselsfontein,2923BA_8,0,-29.06387,23.63189,Northern Cape
20681845,Florisfontein,2923BA_6,0,-29.08192,23.53604,Northern Cape
20681846,Timmermansfontein,2923BA_6,0,-29.09348,23.527,Northern Cape
20681847,Mullerspan,2923BA_11,0,-29.14506,23.51458,Northern Cape
20681848,Katlani,2923BA_13,0,-29.10235,23.60832,Northern Cape
20681849,Lucky Valley,2923BA_13,0,-29.13072,23.61867,Northern Cape
20681850,De Hoek,2923BA_13,0,-29.11393,23.63869,Northern Cape
20681851,Rooikop,2923BA_18,0,-29.17627,23.63848,Northern Cape
20681852,Marksdrif,2923BA_19,0,-29.16126,23.68632,Northern Cape
20681853,Nottingham,2923BA_20,0,-29.17857,23.72395,Northern Cape
20681854,Probeerfontein,2923BA_25,0,-29.21762,23.7276,Northern Cape
20681855,Irene,2923BA_22,0,-29.21385,23.58764,Northern Cape
20681856,Plum,2923BA_22,0,-29.22218,23.57254,Northern Cape
20681857,Perdekloof,2923BA_22,0,-29.20539,23.55485,Northern Cape
20681858,Makoenskloof,2923BA_21,0,-29.20281,23.54316,Northern Cape
20681859,Eben,2923BA_21,0,-29.20456,23.51623,Northern Cape
20681860,Villiera,2923BB_1,0,-29.04929,23.78924,Northern Cape
20681861,Theronia,2923BB_1,0,-29.04833,23.79303,Northern Cape
20681862,Atherton,2923BB_1,0,-29.04506,23.78453,Northern Cape
20681863,Saamstaan,2923BB_1,0,-29.03936,23.77973,Northern Cape
20681864,Roexlands,2923BB_1,0,-29.03783,23.79171,Northern Cape
20681865,Atherton,2923BB_1,0,-29.04362,23.77817,Northern Cape
20681866,Douglas Weir,2923BB_2,0,-29.04182,23.83122,Northern Cape
20682217,Valsfontein,2924AB_9,0,-29.05118,24.43906,Northern Cape
20682218,Sauls Put,2924AB_6,0,-29.06326,24.29016,Northern Cape
20682219,Wintershoek,2924AB_11,0,-29.1254,24.28241,Northern Cape
20682220,Doornlaagte,2924AB_13,0,-29.10706,24.3894,Northern Cape
20682221,Magerskuilen,2924AB_15,0,-29.13991,24.49407,Northern Cape
20682222,Strydam,2924AB_16,0,-29.17136,24.26345,Northern Cape
20682223,Strydam,2924AB_17,0,-29.17549,24.30027,Northern Cape
20682224,Wintershoek,2924AB_17,0,-29.18273,24.31027,Northern Cape
20682225,Goede Hoop,2924AB_17,0,-29.17207,24.34994,Northern Cape
20682226,Goede Hoop,2924AB_18,0,-29.17014,24.35612,Northern Cape
20682227,Goede Hoop,2924AB_18,0,-29.16649,24.36828,Northern Cape
20682228,Berlin,2924AB_18,0,-29.19589,24.39445,Northern Cape
20682229,Nooitgedacht,2924AB_19,0,-29.17788,24.42769,Northern Cape
20682230,Gruiskop,2924AB_19,0,-29.17287,24.43874,Northern Cape
20682231,Naauwpoort,2924AB_20,0,-29.15742,24.46944,Northern Cape
20682232,Voorspoed,2924AB_20,0,-29.18478,24.48851,Northern Cape
20682233,La Scala,2924AB_25,0,-29.24039,24.45833,Northern Cape
20682234,Langdam,2924AB_24,0,-29.21928,24.4323,Northern Cape
20682235,Loskop,2924AB_24,0,-29.2214,24.41887,Northern Cape
20682236,Skuinste,2924AB_24,0,-29.23276,24.41081,Northern Cape
20682237,Loskop,2924AB_23,0,-29.22395,24.39428,Northern Cape
20682238,Katbosdam,2924AB_23,0,-29.24451,24.3805,Northern Cape
20682239,C'est la Vie,2924AB_22,0,-29.21124,24.30143,Northern Cape
20682240,Harrogate,2924AC_1,0,-29.25404,24.00173,Northern Cape
20682241,Sunnydale,2924AC_1,0,-29.26662,24.01978,Northern Cape
20682595,Moedverniet,2723BA_9,0,-27.08318,23.68847,Northern Cape
20682599,Skitter,2723BA_15,0,-27.14491,23.70683,Northern Cape
20682600,Thomasdale,2723BA_15,0,-27.10924,23.71827,Northern Cape
20682601,Barnaby,2723BA_19,0,-27.18779,23.68391,Northern Cape
20683392,Rietfontein,2823BA_15,0,-28.11524,23.7087,Northern Cape
20683393,Olienhoutlaagte,2823BA_15,0,-28.10976,23.73352,Northern Cape
20683394,De Rust,2823BA_15,0,-28.14386,23.72135,Northern Cape
20683395,Weiveld,2823BA_20,0,-28.16334,23.73137,Northern Cape
20683396,Bethal,2823BA_19,0,-28.17306,23.67851,Northern Cape
20683397,Welgevonden,2823BA_19,0,-28.17716,23.65313,Northern Cape
20683398,Frederik,2823BA_18,0,-28.16794,23.60057,Northern Cape
20683399,Boplaas,2823BA_17,0,-28.17576,23.56485,Northern Cape
20683400,Ouplaas,2823BA_16,0,-28.19957,23.51642,Northern Cape
20683401,Oudeplaas,2823BA_21,0,-28.2056,23.53546,Northern Cape
20683402,The Old Home,2823BA_21,0,-28.20578,23.53168,Northern Cape
20683403,Excelsior,2823BA_22,0,-28.24019,23.58642,Northern Cape
20683404,Dievenaarsfontein,2823BA_23,0,-28.21908,23.62097,Northern Cape
20683405,Jonasbank 3,2823BA_24,0,-28.21193,23.66287,Northern Cape
20683406,Jonasbank 1,2823BA_24,0,-28.22748,23.69544,Northern Cape
20683407,Jonasbank 2,2823BA_24,0,-28.24119,23.68938,Northern Cape
20683408,Kripeer,2823BB_6,0,-28.05072,23.77626,Northern Cape
20683409,Portsmouth,2823BB_2,0,-28.03278,23.83143,Northern Cape
20683410,Ruigtefontein,2823BB_2,0,-28.02872,23.83612,Northern Cape
20683411,Progress,2823BB_3,0,-28.03414,23.87424,Northern Cape
20683412,Geluk,2823BB_3,0,-28.03847,23.87282,Northern Cape
20683413,Kortwal,2823BB_4,0,-28.00299,23.9223,Northern Cape
20683414,Welbedacht,2823BB_4,0,-28.01447,23.92677,Northern Cape
20683415,Goede Hoop,2823BB_9,0,-28.05241,23.94616,Northern Cape
20683416,Uitkoms,2823BB_9,0,-28.05034,23.93702,Northern Cape
20683792,Voorspoed,3120BC_21,0,-31.47532,20.53274,Northern Cape
20683793,Mooi Aar,3120BC_24,0,-31.47897,20.68935,Northern Cape
20683794,Noute,3120BC_25,0,-31.49397,20.71365,Northern Cape
20683795,Noute,3120BC_25,0,-31.49066,20.72158,Northern Cape
20683796,Kareelaagte,2823DC_2,0,-28.77109,23.56099,Northern Cape
20683797,Kaalkol,2823DC_3,0,-28.77013,23.62049,Northern Cape
20683798,Sommersville,2823DC_4,0,-28.77318,23.66053,Northern Cape
20683799,Voëlfontein,2823DC_5,0,-28.7857,23.7137,Northern Cape
20683800,Onder-Campbell,2823DC_10,0,-28.82003,23.73104,Northern Cape
20683801,Onder-Campbell,2823DC_10,0,-28.81724,23.73298,Northern Cape
20683802,Vita Nova,3120BD_2,0,-31.26689,20.82463,Northern Cape
20683803,Springvalley,2823DC_10,0,-28.80685,23.7047,Northern Cape
20683804,Sandkop,3120BD_3,0,-31.28176,20.87926,Northern Cape
20683805,Vrede,2823DC_10,0,-28.84187,23.70709,Northern Cape
20683806,Bokwater,3120BD_10,0,-31.33739,20.98121,Northern Cape
20683807,Wolwefontein,2823DC_9,0,-28.8336,23.68346,Northern Cape
20683808,Skipperskloof,3120BD_9,0,-31.307,20.90227,Northern Cape
20683809,Linksfontein,2823DC_8,0,-28.84065,23.64504,Northern Cape
20683810,Kleintuin,3120BD_7,0,-31.34424,20.84442,Northern Cape
20683811,Riverside,3120BD_6,0,-31.33341,20.75196,Northern Cape
20683812,Wildealsput,2823DC_7,0,-28.84513,23.5577,Northern Cape
20683813,Waterkloof,3120BD_11,0,-31.35027,20.79043,Northern Cape
20683814,Heeltevrede,3120BD_11,0,-31.35777,20.78768,Northern Cape
20683815,Good Hope,2823DC_7,0,-28.80926,23.55227,Northern Cape
20683816,Rouxheuwel,3120BD_12,0,-31.39934,20.80325,Northern Cape
20684192,Record,2722CB_4,0,-27.51568,22.40077,Northern Cape
20684193,Dwaalhoek,2722CB_10,0,-27.56647,22.4883,Northern Cape
20684194,Kwaggashoek,2722CB_10,0,-27.58326,22.47304,Northern Cape
20684195,Rusten,2722CB_10,0,-27.59289,22.47488,Northern Cape
20684196,Losberg,2722CB_9,0,-27.5973,22.43366,Northern Cape
20684197,Koffiewater,3121CB_1,0,-31.51798,21.25093,Northern Cape
20684198,Koppiesfontein,3121CB_2,0,-31.52156,21.31023,Northern Cape
20684199,Randjies,2722CB_8,0,-27.57557,22.39279,Northern Cape
20684200,Friesland,3121CB_4,0,-31.51593,21.40355,Northern Cape
20684201,Bontduin,2722CB_8,0,-27.55801,22.3641,Northern Cape
20684202,Korfplaats,3121CB_5,0,-31.52337,21.47375,Northern Cape
20684203,Toevlug,3121CB_10,0,-31.58511,21.47989,Northern Cape
20684204,Hoogland,2722CB_6,0,-27.59466,22.2761,Northern Cape
20684205,Erfdeel,3121CB_9,0,-31.57807,21.42871,Northern Cape
20684206,Uitspanning,3121CB_9,0,-31.59329,21.43223,Northern Cape
20684207,Ou Langkuil,3121CB_8,0,-31.55745,21.39151,Northern Cape
20684208,Langkuil,3121CB_8,0,-31.56245,21.37839,Northern Cape
20684209,Voorstevlei,3121CB_8,0,-31.58307,21.37492,Northern Cape
20684210,De Rust,3121CB_7,0,-31.55728,21.34567,Northern Cape
20684211,Vlakte,2722CB_13,0,-27.63682,22.36052,Northern Cape
20684212,Skilpadfontein,3121CB_11,0,-31.64169,21.27541,Northern Cape
20684214,Vlakte,2722CB_14,0,-27.64972,22.44476,Northern Cape
20684215,Aarkolk,3121CB_18,0,-31.67128,21.35209,Northern Cape
20684216,Lukasfontein,3121CB_21,0,-31.72864,21.26025,Northern Cape
20681188,Patryspan,2921BD_22,0,-29.47669,21.81759,Northern Cape
20681189,De Bakke,2921CA_1,0,-29.51759,21.00053,Northern Cape
20681190,Kalkputs,2921CA_4,0,-29.51639,21.16633,Northern Cape
20681191,Slypsteenkrans,2921CA_4,0,-29.51874,21.16929,Northern Cape
20681192,Moddergat,2921CA_10,0,-29.59691,21.22145,Northern Cape
20681193,Kokerberg,2921CA_7,0,-29.57054,21.08775,Northern Cape
20681194,Uitkyk,2921CA_7,0,-29.56523,21.06595,Northern Cape
20681195,Die Dam,2921CA_6,0,-29.58435,21.01237,Northern Cape
20681196,Welgelegen,2921CA_11,0,-29.60911,21.04775,Northern Cape
20681197,Zandbergshoop,2921CA_13,0,-29.61643,21.10449,Northern Cape
20681198,De Kruis,2921CA_19,0,-29.65094,21.19265,Northern Cape
20681199,De Kruis,2921CA_19,0,-29.69314,21.15749,Northern Cape
20681200,Kruis Noord,2921CA_18,0,-29.65738,21.1046,Northern Cape
20681201,Jangtdriftkolk,2921CA_22,0,-29.71395,21.06848,Northern Cape
20681202,Voorspoed,2921CA_25,0,-29.71971,21.22503,Northern Cape
20681203,Kruis,2921CA_20,0,-29.69601,21.20809,Northern Cape
